national_occ_title,occ_code,occupation_type,employment_2025,employment_2035,growth_pct,annual_openings,national_median_wage,education,occupation_group,salary_score,growth_score,openings_score
      Pharmacists,29-1051,line item,325200.0,342300.0,5.2,12500.0,140910.0,Doctoral or professional degree,Healthcare Practitioners and Technical,20.831597682432687,52.51989389920424,1.510756586898719
      Physician assistants,29-1071,line item,168900.0,204600.0,21.1,11500.0,135880.0,Master's degree,Healthcare Practitioners and Technical,19.879198697315108,73.60742705570291,1.3898960599468213
      Podiatrists,29-1081,line item,10000.0,10200.0,2.0,200.0,160300.0,Doctoral or professional degree,Healthcare Practitioners and Technical,24.502972696633467,48.275862068965516,0.024172105390379502
        Occupational therapists,29-1122,line item,169600.0,194800.0,14.8,10000.0,100330.0,Master's degree,Healthcare Practitioners and Technical,13.14802893172265,65.25198938992042,1.208605269518975
        Physical therapists,29-1123,line item,283700.0,317600.0,11.9,13400.0,102760.0,Doctoral or professional degree,Healthcare Practitioners and Technical,13.608134206839095,61.40583554376657,1.6195310611554266
        Radiation therapists,29-1124,line item,17400.0,17900.0,2.8,700.0,105310.0,Associate's degree,Healthcare Practitioners and Technical,14.090960730109442,49.33687002652519,0.08460236886632826
        Recreational therapists,29-1125,line item,15600.0,16300.0,4.8,1400.0,61960.0,Bachelor's degree,Healthcare Practitioners and Technical,5.882909834513575,51.98938992042439,0.1692047377326565
        Respiratory therapists,29-1126,line item,142000.0,154200.0,8.5,8600.0,82280.0,Associate's degree,Healthcare Practitioners and Technical,9.73037452190707,56.89655172413792,1.0394005317863186
        Speech-language pathologists,29-1127,line item,193400.0,225500.0,16.6,12500.0,97870.0,Master's degree,Healthcare Practitioners and Technical,12.682243344567729,67.6392572944297,1.510756586898719
        Exercise physiologists,29-1128,line item,21200.0,23900.0,12.8,1400.0,59460.0,Bachelor's degree,Healthcare Practitioners and Technical,5.409550497974022,62.59946949602122,0.1692047377326565
"        Therapists, all other",29-1129,line item,56100.0,63200.0,12.6,3600.0,77930.0,Bachelor's degree,Healthcare Practitioners and Technical,8.906729276328246,62.3342175066313,0.43509789702683105
      Veterinarians,29-1131,line item,91100.0,99600.0,9.4,3100.0,130100.0,Doctoral or professional degree,Healthcare Practitioners and Technical,18.784791911235658,58.09018567639257,0.3746676335508823
      Registered nurses,29-1141,line item,3465400.0,3660100.0,5.6,180800.0,97550.0,Bachelor's degree,Healthcare Practitioners and Technical,12.621653349490666,53.05039787798408,21.85158327290307
      Nurse anesthetists,29-1151,line item,54500.0,59800.0,9.7,2400.0,236590.0,Master's degree,Healthcare Practitioners and Technical,38.948006210474496,58.488063660477444,0.290065264684554
      Nurse midwives,29-1161,line item,8200.0,9100.0,11.5,400.0,134040.0,Master's degree,Healthcare Practitioners and Technical,19.530806225621994,60.87533156498674,0.048344210780759005
      Nurse practitioners,29-1171,line item,336300.0,474100.0,41.0,29400.0,132300.0,Master's degree,Healthcare Practitioners and Technical,19.201348127390464,100.0,3.5532994923857872
      Audiologists,29-1181,line item,14200.0,15700.0,11.0,600.0,95780.0,Doctoral or professional degree,Healthcare Practitioners and Technical,12.28651493922066,60.21220159151193,0.0725163161711385
        Anesthesiologists,29-1211,line item,41500.0,43000.0,3.6,1100.0,391490.0,Doctoral or professional degree,Healthcare Practitioners and Technical,68.27735070246526,50.397877984084886,0.13294657964708728
        Cardiologists,29-1212,line item,18500.0,19400.0,4.8,500.0,496010.0,Doctoral or professional degree,Healthcare Practitioners and Technical,88.06755784451093,51.98938992042439,0.06043026347594875
        Dermatologists,29-1213,line item,12200.0,13000.0,6.8,400.0,328730.0,Doctoral or professional degree,Healthcare Practitioners and Technical,56.394137917976295,54.6419098143236,0.048344210780759005
        Emergency medicine physicians,29-1214,line item,34900.0,36100.0,3.2,900.0,335550.0,Doctoral or professional degree,Healthcare Practitioners and Technical,57.6854621880562,49.86737400530504,0.10877447425670776
        Family medicine physicians,29-1215,line item,114300.0,118000.0,3.3,2900.0,244180.0,Doctoral or professional degree,Healthcare Practitioners and Technical,40.38512515620858,49.999999999999986,0.3504955281605028
        General internal medicine physicians,29-1216,line item,73100.0,76000.0,4.0,1900.0,256560.0,Doctoral or professional degree,Healthcare Practitioners and Technical,42.729200590752455,50.92838196286471,0.22963500120860525
        Neurologists,29-1217,line item,11400.0,12100.0,6.4,300.0,248560.0,Doctoral or professional degree,Healthcare Practitioners and Technical,41.214450713825876,54.111405835543756,0.03625815808556925
        Obstetricians and gynecologists,29-1218,line item,22800.0,23200.0,1.7,500.0,292910.0,Doctoral or professional degree,Healthcare Practitioners and Technical,49.61184534403756,47.87798408488064,0.06043026347594875
"        Pediatricians, general",29-1221,line item,42200.0,42900.0,1.5,1000.0,210040.0,Doctoral or professional degree,Healthcare Practitioners and Technical,33.92093005642443,47.61273209549071,0.1208605269518975
"        Physicians, pathologists",29-1222,line item,11800.0,12400.0,4.8,300.0,312400.0,Doctoral or professional degree,Healthcare Practitioners and Technical,53.30215473169992,51.98938992042439,0.03625815808556925
        Psychiatrists,29-1223,line item,30000.0,32100.0,7.2,900.0,281870.0,Doctoral or professional degree,Healthcare Practitioners and Technical,47.521490513878895,55.172413793103445,0.10877447425670776
        Radiologists,29-1224,line item,28700.0,29600.0,3.4,700.0,420860.0,Doctoral or professional degree,Healthcare Practitioners and Technical,73.83837618813193,50.132625994694955,0.08460236886632826
"        Physicians, all other",29-1229,line item,367400.0,380100.0,3.4,9400.0,265930.0,Doctoral or professional degree,Healthcare Practitioners and Technical,44.5033513841027,50.132625994694955,1.1360889533478367
"        Ophthalmologists, except pediatric",29-1241,line item,9700.0,10200.0,4.5,200.0,300080.0,Doctoral or professional degree,Healthcare Practitioners and Technical,50.969439921233004,51.591511936339515,0.024172105390379502
"        Orthopedic surgeons, except pediatric",29-1242,line item,15500.0,16100.000000000002,4.0,400.0,358550.0,Doctoral or professional degree,Healthcare Practitioners and Technical,62.04036808422009,50.92838196286471,0.048344210780759005
        Pediatric surgeons,29-1243,line item,1300.0,1300.0,2.0,0.0,559030.0,Doctoral or professional degree,Healthcare Practitioners and Technical,100.0,48.275862068965516,0.0
"        Surgeons, all other",29-1249,line item,27500.0,28600.0,4.0,700.0,414010.0,Doctoral or professional degree,Healthcare Practitioners and Technical,72.54137160601356,50.92838196286471,0.08460236886632826
        Acupuncturists,29-1291,line item,14800.0,16000.0,8.6,800.0,76040.0,Master's degree,Healthcare Practitioners and Technical,8.548869617904344,57.02917771883289,0.09668842156151801
        Dental hygienists,29-1292,line item,225300.0,243200.0,8.0,15000.0,98100.0,Associate's degree,Healthcare Practitioners and Technical,12.725792403529368,56.233421750663126,1.8129079042784626
"        Healthcare diagnosing or treating practitioners, all other",29-1299,line item,39600.0,41800.0,5.5,1900.0,115210.0,Master's degree,Healthcare Practitioners and Technical,15.965463702806074,52.91777188328912,0.22963500120860525
      Clinical laboratory technologists and technicians,29-2010,line item,343000.0,352400.0,2.7,20800.0,62930.0,Bachelor's degree,Healthcare Practitioners and Technical,6.066573257090923,49.204244031830235,2.513898960599468
        Cardiovascular technologists and technicians,29-2031,line item,64500.0,66900.0,3.7,3400.0,74310.0,Associate's degree,Healthcare Practitioners and Technical,8.221304957018972,50.53050397877984,0.41092579163645154
        Diagnostic medical sonographers,29-2032,line item,92200.0,105100.0,13.9,6000.0,96590.0,Associate's degree,Healthcare Practitioners and Technical,12.439883364259478,64.05835543766577,0.7251631617113851
        Nuclear medicine technologists,29-2033,line item,17400.0,18200.0,4.4,800.0,101370.0,Associate's degree,Healthcare Practitioners and Technical,13.344946415723102,51.45888594164455,0.09668842156151801
        Radiologic technologists and technicians,29-2034,line item,234200.0,246000.0,5.0,13000.0,80110.0,Associate's degree,Healthcare Practitioners and Technical,9.319498617790737,52.25464190981432,1.5711868503746678
        Magnetic resonance imaging technologists,29-2035,line item,43900.0,47300.0,7.7,2300.0,95480.0,Associate's degree,Healthcare Practitioners and Technical,12.229711818835915,55.83554376657824,0.27797921198936426
        Medical dosimetrists,29-2036,line item,3500.0,3700.0,5.0,200.0,147470.0,Bachelor's degree,Healthcare Practitioners and Technical,22.07369258151248,52.25464190981432,0.024172105390379502
        Emergency medical technicians,29-2042,line item,181900.0,192500.0,5.8,13800.0,44470.0,Postsecondary nondegree award,Healthcare Practitioners and Technical,2.5712879160828566,53.31564986737399,1.6678752719361856
        Paramedics,29-2043,line item,102200.0,108000.0,5.7,4300.0,60600.0,Postsecondary nondegree award,Healthcare Practitioners and Technical,5.625402355436059,53.183023872679044,0.5197002658931593
        Dietetic technicians,29-2051,line item,32100.0,32900.0,2.7,4200.0,37640.0,Associate's degree,Healthcare Practitioners and Technical,1.2780702086567957,49.204244031830235,0.5076142131979695
        Pharmacy technicians,29-2052,line item,471200.0,501300.0,6.4,44700.0,45750.0,High school diploma or equivalent,Healthcare Practitioners and Technical,2.8136478963911085,54.111405835543756,5.402465554749819
        Psychiatric technicians,29-2053,line item,161500.0,197500.0,22.3,17000.0,45130.0,Postsecondary nondegree award,Healthcare Practitioners and Technical,2.696254780929299,75.19893899204244,2.0546289581822577
        Surgical technologists,29-2055,line item,118400.0,124300.0,5.0,7100.0,64650.0,Postsecondary nondegree award,Healthcare Practitioners and Technical,6.3922444806301355,52.25464190981432,0.8581097413584723
        Veterinary technologists and technicians,29-2056,line item,131400.0,143800.0,9.4,13400.0,47380.0,Associate's degree,Healthcare Practitioners and Technical,3.1222781838148976,58.09018567639257,1.6195310611554266
        Ophthalmic medical technicians,29-2057,line item,72500.0,88000.0,21.4,11800.0,45570.0,Postsecondary nondegree award,Healthcare Practitioners and Technical,2.7795660241602604,74.0053050397878,1.4261542180323905
      Licensed practical and licensed vocational nurses,29-2061,line item,666900.0,686700.0,3.0,51800.0,64400.0,Postsecondary nondegree award,Healthcare Practitioners and Technical,6.34490854697618,49.602122015915114,6.260575296108291
      Medical records specialists,29-2072,line item,200700.0,216300.0,7.8,14000.0,51140.0,Postsecondary nondegree award,Healthcare Practitioners and Technical,3.8342106259703863,55.9681697612732,1.6920473773265652
"      Opticians, dispensing",29-2081,line item,74300.0,77400.0,4.2,5600.0,47260.0,High school diploma or equivalent,Healthcare Practitioners and Technical,3.0995569356609987,51.193633952254636,0.676818950930626
        Orthotists and prosthetists,29-2091,line item,9500.0,10700.0,12.9,700.0,81110.0,Master's degree,Healthcare Practitioners and Technical,9.508842352406559,62.73209549071617,0.08460236886632826
        Hearing aid specialists,29-2092,line item,11200.0,13400.0,19.4,900.0,65160.0,High school diploma or equivalent,Healthcare Practitioners and Technical,6.4888097852842055,71.35278514588859,0.10877447425670776
"        Health technologists and technicians, all other",29-2099,line item,185600.0,196400.0,5.9,12400.0,50290.0,Postsecondary nondegree award,Healthcare Practitioners and Technical,3.6732684515469383,53.44827586206896,1.4986705342035291
      Health information technologists and medical registrars,29-9021,line item,42000.0,48600.0,15.9,3000.0,68020.0,Associate's degree,Healthcare Practitioners and Technical,7.0303328662854545,66.71087533156498,0.36258158085569253
        Athletic trainers,29-9091,line item,35200.0,39600.0,12.7,2400.0,62520.0,Master's degree,Healthcare Practitioners and Technical,5.988942325898436,62.46684350132625,0.290065264684554
        Genetic counselors,29-9092,line item,4200.0,4600.0,10.4,300.0,100040.0,Master's degree,Healthcare Practitioners and Technical,13.09311924868406,59.41644562334216,0.03625815808556925
        Surgical assistants,29-9093,line item,24400.0,25900.0,6.1,1400.0,66800.0,Postsecondary nondegree award,Healthcare Practitioners and Technical,6.7993335100541525,53.713527851458885,0.1692047377326565
"        Healthcare practitioners and technical workers, all other",29-9099,line item,39100.0,41000.0,5.1,2200.0,65790.0,Postsecondary nondegree award,Healthcare Practitioners and Technical,6.608096338092173,52.38726790450928,0.26589315929417456
      Home health and personal care aides,31-1120,line item,4677100.0,5524400.0,18.1,760500.0,35800.0,High school diploma or equivalent,Healthcare Support,0.9296777369636839,69.62864721485411,91.91443074691806
        Nursing assistants,31-1131,line item,1505900.0,1544900.0,2.6,196200.0,42260.0,Postsecondary nondegree award,Healthcare Support,2.1528382625818914,49.07161803713527,23.71283538796229
        Orderlies,31-1132,line item,52800.0,54900.0,4.0,7200.0,38290.0,High school diploma or equivalent,Healthcare Support,1.4011436361570797,50.92838196286471,0.8701957940536621
        Psychiatric aides,31-1133,line item,36900.0,37600.0,1.9,4900.0,44910.0,High school diploma or equivalent,Healthcare Support,2.6545991593138183,48.143236074270554,0.5922165820642978
        Occupational therapy assistants,31-2011,line item,52200.0,63400.0,21.5,8100.0,72300.0,Associate's degree,Healthcare Support,7.840724050441171,74.13793103448275,0.9789702683103698
        Occupational therapy aides,31-2012,line item,4400.0,4600.0,3.6,600.0,39160.0,High school diploma or equivalent,Healthcare Support,1.5658726852728444,50.397877984084886,0.0725163161711385
        Physical therapist assistants,31-2021,line item,114100.0,140400.0,23.0,18500.0,68380.0,Associate's degree,Healthcare Support,7.09849661074715,76.12732095490715,2.2359197486101037
        Physical therapist aides,31-2022,line item,49000.0,51000.0,4.0,6400.0,35240.0,High school diploma or equivalent,Healthcare Support,0.8236452455788239,50.92838196286471,0.7735073724921441
      Massage therapists,31-9011,line item,155400.0,179100.0,15.3,20400.0,58450.0,Postsecondary nondegree award,Healthcare Support,5.2183133260120425,65.91511936339522,2.4655547498187094
        Dental assistants,31-9091,line item,388600.0,417400.0,7.4,53000.0,48070.0,Postsecondary nondegree award,Healthcare Support,3.2529253606998147,55.43766578249336,6.405607928450569
        Medical assistants,31-9092,line item,833900.0,941500.0,12.9,109700.0,45690.0,Postsecondary nondegree award,Healthcare Support,2.8022872723141594,62.73209549071617,13.258399806623157
        Medical equipment preparers,31-9093,line item,79900.0,88600.0,10.8,10700.0,47700.0,High school diploma or equivalent,Healthcare Support,3.182868178891961,59.94694960212201,1.2932076383853033
        Medical transcriptionists,31-9094,line item,42000.0,40200.0,-4.4,6200.0,40410.0,Postsecondary nondegree award,Healthcare Support,1.802552353542621,39.787798408488065,0.7493352671017646
        Pharmacy aides,31-9095,line item,39200.0,39000.0,-0.7,5100.0,37680.0,High school diploma or equivalent,Healthcare Support,1.2856439580414283,44.694960212201586,0.6163886874546773
        Veterinary assistants and laboratory animal caretakers,31-9096,line item,132100.0,144200.0,9.1,23200.0,38150.0,High school diploma or equivalent,Healthcare Support,1.3746355133108645,57.692307692307686,2.8039642252840222
        Phlebotomists,31-9097,line item,143900.0,153700.0,6.8,18000.0,45230.0,Postsecondary nondegree award,Healthcare Support,2.715189154390881,54.6419098143236,2.1754894851341553
"        Healthcare support workers, all other",31-9099,line item,113900.0,119400.0,4.8,14100.0,48430.0,High school diploma or equivalent,Healthcare Support,3.32108910516151,51.98938992042439,1.704133430021755
        First-line supervisors of correctional officers,33-1011,line item,56300.0,54800.0,-2.5,3700.0,77970.0,High school diploma or equivalent,Protective Service,8.91430302571288,42.3076923076923,0.4471839497220208
        First-line supervisors of police and detectives,33-1012,line item,160200.0,165400.0,3.3,10600.0,106040.0,High school diploma or equivalent,Protective Service,14.229181656378989,49.999999999999986,1.2811215856901137
      First-line supervisors of firefighting and prevention workers,33-1021,line item,101600.0,105400.0,3.7,6600.0,93530.0,Postsecondary nondegree award,Protective Service,11.860491536335063,50.53050397877984,0.7976794778825236
        First-line supervisors of security workers,33-1091,line item,82700.0,85700.0,3.7,6800.0,55940.0,High school diploma or equivalent,Protective Service,4.74306055212633,50.53050397877984,0.8218515832729031
"        First-line supervisors of protective service workers, all other",33-1099,line item,21600.0,22000.0,1.9,1700.0,76400.0,High school diploma or equivalent,Protective Service,8.617033362366039,48.143236074270554,0.20546289581822577
      Firefighters,33-2011,line item,355300.0,368400.0,3.7,26800.0,59280.0,Postsecondary nondegree award,Protective Service,5.375468625743174,50.53050397877984,3.239062122310853
        Fire inspectors and investigators,33-2021,line item,14700.0,15300.0,4.2,1600.0,75920.0,Postsecondary nondegree award,Protective Service,8.526148369750446,51.193633952254636,0.19337684312303602
        Forest fire inspectors and prevention specialists,33-2022,line item,3000.0,3400.0,13.1,400.0,56870.0,High school diploma or equivalent,Protective Service,4.919150225319044,62.99734748010609,0.048344210780759005
        Bailiffs,33-3011,line item,18000.0,17700.0,-1.9,1600.0,56600.0,High school diploma or equivalent,Protective Service,4.868027416972772,43.103448275862064,0.19337684312303602
        Correctional officers and jailers,33-3012,line item,397800.0,368200.0,-7.4,28400.0,58940.0,High school diploma or equivalent,Protective Service,5.311091755973795,35.80901856763926,3.432438965433889
      Detectives and criminal investigators,33-3021,line item,120500.0,120700.0,0.2,7800.0,93790.0,High school diploma or equivalent,Protective Service,11.909720907335176,45.88859416445623,0.9427121102248005
      Fish and game wardens,33-3031,line item,6200.0,5800.0,-5.7,500.0,74060.0,Bachelor's degree,Protective Service,8.173969023365018,38.063660477453574,0.06043026347594875
      Parking enforcement workers,33-3041,line item,9400.0,9300.0,-1.1,800.0,46730.0,High school diploma or equivalent,Protective Service,2.9992047563146134,44.164456233421745,0.09668842156151801
        Police and sheriff's patrol officers,33-3051,line item,693200.0,717300.0,3.5,51500.0,76210.0,High school diploma or equivalent,Protective Service,8.581058052789032,50.26525198938992,6.224317138022721
        Transit and railroad police,33-3052,line item,4400.0,4500.0,3.2,300.0,90230.0,High school diploma or equivalent,Protective Service,11.23565721210285,49.86737400530504,0.03625815808556925
      Animal control workers,33-9011,line item,13800.0,14300.0,4.0,1500.0,45660.0,High school diploma or equivalent,Protective Service,2.7966069602756845,50.92838196286471,0.18129079042784627
      Private detectives and investigators,33-9021,line item,39500.0,41700.0,5.5,3200.0,51220.0,High school diploma or equivalent,Protective Service,3.8493581247396524,52.91777188328912,0.38675368624607204
        Gambling surveillance officers and gambling investigators,33-9031,line item,9800.0,9600.0,-1.8,1100.0,43370.0,High school diploma or equivalent,Protective Service,2.363009808005453,43.236074270557026,0.13294657964708728
        Security guards,33-9032,line item,1294300.0,1305600.0,0.9,156000.0,38020.0,High school diploma or equivalent,Protective Service,1.3500208278108077,46.81697612732095,18.85424220449601
        Crossing guards and flaggers,33-9091,line item,94800.0,98100.0,3.5,17300.0,38100.0,No formal educational credential,Protective Service,1.3651683265800736,50.26525198938992,2.090887116267827
"        Lifeguards, ski patrol, and other recreational protective service workers",33-9092,line item,162000.0,170800.0,5.5,45400.0,33580.0,No formal educational credential,Protective Service,0.50933464611656,52.91777188328912,5.487067923616147
        Transportation security screeners,33-9093,line item,53500.0,51200.0,-4.2,4500.0,66770.0,High school diploma or equivalent,Protective Service,6.7936531980156785,40.05305039787798,0.5438723712835388
        School bus monitors,33-9094,line item,76700.0,75300.0,-1.9,13400.0,35100.0,High school diploma or equivalent,Protective Service,0.7971371227326088,43.103448275862064,1.6195310611554266
"        Protective service workers, all other",33-9099,line item,82100.0,84600.0,3.0,22600.0,42540.0,High school diploma or equivalent,Protective Service,2.205854508274321,49.602122015915114,2.731447909112884
      Chefs and head cooks,35-1011,line item,220300.0,234700.0,6.6,25200.0,62470.0,High school diploma or equivalent,Food Preparation and Serving,5.979475139167645,54.37665782493368,3.0456852791878175
      First-line supervisors of food preparation and serving workers,35-1012,line item,1236400.0,1303500.0,5.4,171500.0,44080.0,High school diploma or equivalent,Food Preparation and Serving,2.4974438595826864,52.78514588859415,20.727580372250422
"        Cooks, fast food",35-2011,line item,640500.0,644100.0,0.6,86400.0,30890.0,No formal educational credential,Food Preparation and Serving,0.0,46.41909814323607,10.442349528643945
"        Cooks, institution and cafeteria",35-2012,line item,454000.0,466600.0,2.8,62900.0,37450.0,No formal educational credential,Food Preparation and Serving,1.2420948990797895,49.33687002652519,7.602127145274354
"        Cooks, private household",35-2013,line item,35400.0,37200.0,5.1,5000.0,47940.0,Postsecondary nondegree award,Food Preparation and Serving,3.2283106751997575,52.38726790450928,0.6043026347594875
"        Cooks, restaurant",35-2014,line item,1417500.0,1588800.0,12.1,218600.0,37390.0,No formal educational credential,Food Preparation and Serving,1.23073427500284,61.6710875331565,26.420111191684796
"        Cooks, short order",35-2015,line item,138700.0,131500.0,-5.2,17400.0,35880.0,No formal educational credential,Food Preparation and Serving,0.9448252357329496,38.72679045092838,2.102973168963017
"        Cooks, all other",35-2019,line item,19700.0,20800.0,5.2,2800.0,37690.0,No formal educational credential,Food Preparation and Serving,1.2875373953875866,52.51989389920424,0.338409475465313
      Food preparation workers,35-2021,line item,908500.0,881300.0,-3.0,135700.0,35320.0,No formal educational credential,Food Preparation and Serving,0.8387927443480896,41.6445623342175,16.40077350737249
      Bartenders,35-3011,line item,762600.0,800500.0,5.0,121200.0,34340.0,No formal educational credential,Food Preparation and Serving,0.6532358844245844,52.25464190981432,14.648295866569978
      Fast food and counter workers,35-3023,line item,3855900.0,4079100.0,5.8,827400.0,31200.0,No formal educational credential,Food Preparation and Serving,0.05869655773090469,53.31564986737399,100.0
      Waiters and waitresses,35-3031,line item,2284400.0,2330900.0,2.0,423100.0,35230.0,No formal educational credential,Food Preparation and Serving,0.8217518082326656,48.275862068965516,51.13608895334784
"      Food servers, nonrestaurant",35-3041,line item,296300.0,309600.0,4.5,48800.0,35360.0,No formal educational credential,Food Preparation and Serving,0.8463664937327223,51.591511936339515,5.897993715252599
      Dining room and cafeteria attendants and bartender helpers,35-9011,line item,546600.0,575500.0,5.3,95300.0,33980.0,No formal educational credential,Food Preparation and Serving,0.5850721399628886,52.652519893899196,11.518008218515833
      Dishwashers,35-9021,line item,480400.0,475600.0,-1.0,68900.0,34810.0,No formal educational credential,Food Preparation and Serving,0.7422274396940205,44.29708222811671,8.327290306985738
"      Hosts and hostesses, restaurant, lounge, and coffee shop",35-9031,line item,444200.0,459500.0,3.4,107100.0,31200.0,No formal educational credential,Food Preparation and Serving,0.05869655773090469,50.132625994694955,12.944162436548224
"      Food preparation and serving related workers, all other",35-9099,line item,85100.0,89700.0,5.5,11800.0,35840.0,No formal educational credential,Food Preparation and Serving,0.9372514863483167,52.91777188328912,1.4261542180323905
      First-line supervisors of housekeeping and janitorial workers,37-1011,line item,265200.0,273600.0,3.2,30800.0,49100.0,High school diploma or equivalent,Building and Grounds Cleaning,3.4479494073541104,49.86737400530504,3.7225042301184432
"      First-line supervisors of landscaping, lawn service, and groundskeeping workers",37-1012,line item,243300.0,253000.0,4.0,23900.0,58430.0,High school diploma or equivalent,Building and Grounds Cleaning,5.214526451319726,50.92838196286471,2.8885665941503507
"        Janitors and cleaners, except maids and housekeeping cleaners",37-2011,line item,2432600.0,2486200.0,2.2,321800.0,36840.0,No formal educational credential,Building and Grounds Cleaning,1.1265952209641383,48.54111405835543,38.89291757312062
        Maids and housekeeping cleaners,37-2012,line item,1332100.0,1339500.0,0.6,175500.0,35510.0,No formal educational credential,Building and Grounds Cleaning,0.8747680539250955,46.41909814323607,21.211022480058013
"        Building cleaning workers, all other",37-2019,line item,18600.0,19000.0,2.0,2500.0,44040.0,No formal educational credential,Building and Grounds Cleaning,2.4898701101980536,48.275862068965516,0.30215131737974377
      Pest control workers,37-2021,line item,108700.0,114700.0,5.5,13700.0,45250.0,High school diploma or equivalent,Building and Grounds Cleaning,2.7189760290831977,52.91777188328912,1.655789219240996
      Landscaping and groundskeeping workers,37-3011,line item,1188600.0,1244200.0,4.7,149500.0,39150.0,No formal educational credential,Building and Grounds Cleaning,1.563979247926686,51.856763925729446,18.068648779308678
"      Pesticide handlers, sprayers, and applicators, vegetation",37-3012,line item,25700.0,26700.0,3.9,3300.0,46340.0,High school diploma or equivalent,Building and Grounds Cleaning,2.9253606998144432,50.79575596816975,0.3988397389412618
      Tree trimmers and pruners,37-3013,line item,70600.0,73600.0,4.2,7900.0,50960.0,High school diploma or equivalent,Building and Grounds Cleaning,3.8001287537395387,51.193633952254636,0.9547981629199903
"      Grounds maintenance workers, all other",37-3019,line item,14200.0,14800.0,3.7,1800.0,46860.0,No formal educational credential,Building and Grounds Cleaning,3.02381944181467,50.53050397877984,0.21754894851341552
        First-line supervisors of gambling services workers,39-1013,line item,27200.0,28100.0,3.5,2600.0,63820.0,High school diploma or equivalent,Personal Care and Service,6.235089180899004,50.26525198938992,0.3142373700749335
"        First-line supervisors of entertainment and recreation workers, except gambling services",39-1014,line item,109300.0,115100.0,5.3,10600.0,48560.0,High school diploma or equivalent,Personal Care and Service,3.345703790661567,52.652519893899196,1.2811215856901137
      First-line supervisors of personal service workers,39-1022,line item,122500.0,130199.99999999999,6.3,12000.0,48590.0,High school diploma or equivalent,Personal Care and Service,3.3513841027000417,53.9787798408488,1.4503263234227701
      Animal trainers,39-2011,line item,47800.0,49700.0,4.2,6500.0,39990.0,High school diploma or equivalent,Personal Care and Service,1.7230279850039762,51.193633952254636,0.7855934251873339
      Animal caretakers,39-2021,line item,365300.0,409400.0,12.1,62800.0,35360.0,High school diploma or equivalent,Personal Care and Service,0.8463664937327223,61.6710875331565,7.590041092579164
        Gambling dealers,39-3011,line item,88900.0,91900.0,3.4,13300.0,34320.0,High school diploma or equivalent,Personal Care and Service,0.6494490097322679,50.132625994694955,1.6074450084602367
        Gambling and sports book writers and runners,39-3012,line item,9600.0,9800.0,1.8,1400.0,34980.0,High school diploma or equivalent,Personal Care and Service,0.7744158745787102,48.010610079575585,0.1692047377326565
"        Gambling service workers, all other",39-3019,line item,15300.0,15900.0,4.2,2300.0,36310.0,High school diploma or equivalent,Personal Care and Service,1.026243041617753,51.193633952254636,0.27797921198936426
      Motion picture projectionists,39-3021,line item,1500.0,1400.0,-6.2,300.0,38270.0,No formal educational credential,Personal Care and Service,1.397356761464763,37.40053050397877,0.03625815808556925
"      Ushers, lobby attendants, and ticket takers",39-3031,line item,124500.0,125600.0,0.9,27300.0,32910.0,No formal educational credential,Personal Care and Service,0.38247434392395957,46.81697612732095,3.2994923857868024
        Amusement and recreation attendants,39-3091,line item,408400.0,423600.0,3.7,100400.0,32150.0,No formal educational credential,Personal Care and Service,0.23857310561593517,50.53050397877984,12.13439690597051
        Costume attendants,39-3092,line item,6600.0,7000.0,5.9,1700.0,50400.0,High school diploma or equivalent,Personal Care and Service,3.6940962623546785,53.44827586206896,0.20546289581822577
"        Locker room, coatroom, and dressing room attendants",39-3093,line item,16000.0,17100.0,6.4,4000.0,36300.0,High school diploma or equivalent,Personal Care and Service,1.0243496042715947,54.111405835543756,0.48344210780759
"        Entertainment attendants and related workers, all other",39-3099,line item,7200.0,7500.0,4.0,1800.0,32640.0,High school diploma or equivalent,Personal Care and Service,0.33135153557768776,50.92838196286471,0.21754894851341552
        Embalmers,39-4011,line item,3900.0,4000.0,0.7,700.0,58780.0,Associate's degree,Personal Care and Service,5.2807967584352635,46.55172413793103,0.08460236886632826
        Crematory operators,39-4012,line item,3000.0,3100.0,3.1,500.0,43650.0,High school diploma or equivalent,Personal Care and Service,2.416026053697883,49.734748010610076,0.06043026347594875
      Funeral attendants,39-4021,line item,31300.0,32100.0,2.6,5400.0,35680.0,High school diploma or equivalent,Personal Care and Service,0.9069564888097853,49.07161803713527,0.6526468455402465
"      Morticians, undertakers, and funeral arrangers",39-4031,line item,26700.0,27500.0,3.0,3000.0,55010.0,Associate's degree,Personal Care and Service,4.566970878933616,49.602122015915114,0.36258158085569253
        Barbers,39-5011,line item,75800.0,78300.0,3.3,6900.0,38210.0,Postsecondary nondegree award,Personal Care and Service,1.3859961373878138,49.999999999999986,0.8339376359680928
"        Hairdressers, hairstylists, and cosmetologists",39-5012,line item,595000.0,640900.0,7.7,73400.0,35790.0,Postsecondary nondegree award,Personal Care and Service,0.9277842996175256,55.83554376657824,8.871162678269277
"        Makeup artists, theatrical and performance",39-5091,line item,4300.0,4600.0,6.1,600.0,97150.0,Postsecondary nondegree award,Personal Care and Service,12.545915855644338,53.713527851458885,0.0725163161711385
        Manicurists and pedicurists,39-5092,line item,201800.0,220400.0,9.2,21900.0,35760.0,Postsecondary nondegree award,Personal Care and Service,0.922103987579051,57.82493368700264,2.6468455402465554
